Physician_ID,First_Name,Last_Name,Title,Company_Name,City,State,Zip_Code,Ownership_Type,Entity_Type,Ticker,Parent_Company,Parent_Country,Ultimate_Parent_Company,Ultimate_Parent_Country,Industry,SIC8_Code,SIC8_Description,SIC4_.Code,SIC4_Description
P337,Kasia,Jenurm,"VP, IT","Comprehensive Health Services, LLC",Cape Canaveral,Florida,32920,Private,Subsidiary,NA,Caliburn International Corporation,United States,Caliburn International Corporation,United States,Physicians and Health Practitioners,80119902,"Occupational and industrial specialist, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
P338,Paul,Berkley,Chief Executive Officer (Chief Executive Officer),"Concord Hospital, Inc.",Concord,New Hampshire,3301,Nonprofit,Subsidiary,NA,Capital Region Health Care Corp.,United States,Capital Region Health Care Corp.,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P339,Glenn,Elia,Chief Executive Officer,"Connecticut Orthopaedic Specialists, P.c",Branford,Connecticut,6405,Private,Parent,NA,"Connecticut Orthopaedic Specialists, P.c",United States,"Connecticut Orthopaedic Specialists, P.c",United States,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
P340,Kathy,Taylor,Chief Executive Officer,"Consumer Services, Inc.",Mason,Michigan,48854,Nonprofit,Parent,NA,"Consumer Services, Inc.",United States,"Consumer Services, Inc.",United States,Ambulatory Services,80990000,"Health and allied services, nec",8099,"Health and Allied Services, Not Elsewhere Classified"
P341,Kim,Rogers,Chief Financial Officer,"Consumer Services, Inc.",Mason,Michigan,48854,Nonprofit,Parent,NA,"Consumer Services, Inc.",United States,"Consumer Services, Inc.",United States,Ambulatory Services,80990000,"Health and allied services, nec",8099,"Health and Allied Services, Not Elsewhere Classified"
P342,Bret,Barr,President & Chief Executive Officer,Conway Hospital Auxiliary,Conway,South Carolina,29526,Nonprofit,Parent,NA,Conway Hospital Auxiliary,United States,Conway Hospital Auxiliary,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P343,Brian,Argo,Chief Financial Officer,Conway Hospital Auxiliary,Conway,South Carolina,29526,Nonprofit,Parent,NA,Conway Hospital Auxiliary,United States,Conway Hospital Auxiliary,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P344,Joanne,Marqusee,President and Chief Executive Officer Chief Executive Officer,Cooley Dickinson Health Care Corporation,Northampton,Massachusetts,1060,Private,Parent,NA,Cooley Dickinson Health Care Corporation,United States,Cooley Dickinson Health Care Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P345,Kevin,O’Dowd,Co-CEO,Cooper University Health Care,Camden,New Jersey,8103,Private,Parent,NA,Cooper University Health Care,United States,Cooper University Health Care,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P346,James,Crapo,Chairman and Interim Chief Executive Officer,"Copd Foundation, Inc.",Miami,Florida,33134,Nonprofit,Parent,NA,"Copd Foundation, Inc.",United States,"Copd Foundation, Inc.",United States,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P347,Joseph,Woodin,"President & Ceo, Copley Health Systems",Copley Hospital Inc,Morrisville,Vermont,5661,Nonprofit,Parent,NA,Copley Hospital Inc,United States,Copley Hospital Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P348,Stuart,May,Chief Executive Officer,"Copley Professional Services Group, Inc.",Morrisville,Vermont,5661,Nonprofit,Parent,NA,"Copley Professional Services Group, Inc.",United States,"Copley Professional Services Group, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P349,Kevin,Kelley,Ceo,"Copley Professional Services Group, Inc.",Morrisville,Vermont,5661,Nonprofit,Parent,NA,"Copley Professional Services Group, Inc.",United States,"Copley Professional Services Group, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P350,Dennis,Smith,"President, Chief Executive Officer & Co-founder","Cora Health Services, Inc.",Lima,Ohio,45805,Private,Parent,NA,"Cora Health Services, Inc.",United States,"Cora Health Services, Inc.",United States,Physicians and Health Practitioners,80490200,Physical therapist,8049,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified"
P351,James,Hyman,Ceo,"Corizon Health, Inc.",Brentwood,Tennessee,37027,Private,Subsidiary,NA,"Valitas Holdings, Inc",United States,"Valitas Holdings, Inc",United States,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
P352,Richard,Rinehart,Chief Executive Officer,"Cornerstone Care, Inc.",Greensboro,Pennsylvania,15338,Nonprofit,Parent,NA,"Cornerstone Care, Inc.",United States,"Cornerstone Care, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P353,Barbara,Nichols,Rn Chief Executive Officer,Corry Memorial Hospital Association,Corry,Pennsylvania,16407,Nonprofit,Subsidiary,NA,"Corry Regional Health Systems, Inc.",United States,"Corry Regional Health Systems, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P354,Bob,Moore,CEO,Cottage Hospital,Woodsville,New Hampshire,3785,Nonprofit,Parent,NA,Cottage Hospital,United States,Cottage Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P355,Dennis,Mcnamara,Chief Executive Officer,"Counseling & Psychotherapy Center, Inc",Needham Heights,Massachusetts,2494,Private,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P356,Robert,Sellers,Chief Executive Officer,County of Clay,Flora,Illinois,62839,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
P357,James,Loftus,President & Chief Executive Officer,"Covenant Health, Inc.",Tewksbury,Massachusetts,1876,Nonprofit,Parent,NA,"Covenant Health, Inc.",United States,"Covenant Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P358,Gregg,Gibbes,Chief Executive Officer,Covington County Hospital,Collins,Mississippi,39428,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P359,Cindy,Bradley,Interim Chief Executive Officer,Crawford Hospital District,Robinson,Illinois,62454,Private,Parent,NA,Crawford Hospital District,United States,Crawford Hospital District,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P360,Andrew,Trentacoste,Chief Executive Officer and Clinical Director,"Creative Health Services, Inc.",Pottstown,Pennsylvania,19464,Nonprofit,Parent,NA,"Creative Health Services, Inc.",United States,"Creative Health Services, Inc.",United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P361,Robert,Steckler,Chief Operations Officer,"Crh Healthcare, LLC",Atlanta,Georgia,30339,Private,Parent,NA,"Crh Healthcare, LLC",United States,"Crh Healthcare, LLC",United States,Ambulatory Services,80990200,Physical examination and testing services,8099,"Health and Allied Services, Not Elsewhere Classified"
P362,Steven,Gautney,President & Chief Executive Officer,"Crisp Regional Hospital, Inc.",Cordele,Georgia,31015,Nonprofit,Parent,NA,"Crisp Regional Hospital, Inc.",United States,"Crisp Regional Hospital, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P363,David,Portnoy,"Chairman of the Board, Co-Chief Executive Officer","Cryo-Cell International, Inc.",Oldsmar,Florida,34677,Public,Parent,CCEL,"Cryo-Cell International, Inc.",United States,"Cryo-Cell International, Inc.",United States,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
P364,Mark,Portnoy,"Co-Chief Executive Officer, Director","Cryo-Cell International, Inc.",Oldsmar,Florida,34677,Public,Parent,CCEL,"Cryo-Cell International, Inc.",United States,"Cryo-Cell International, Inc.",United States,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
P365,Jill,Taymans,"Chief Financial Officer, Vice President - Finance","Cryo-Cell International, Inc.",Oldsmar,Florida,34677,Public,Parent,CCEL,"Cryo-Cell International, Inc.",United States,"Cryo-Cell International, Inc.",United States,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
P366,Oleg,Mikulinsky,Chief Information Officer,"Cryo-Cell International, Inc.",Oldsmar,Florida,34677,Public,Parent,CCEL,"Cryo-Cell International, Inc.",United States,"Cryo-Cell International, Inc.",United States,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
P367,Harold,Berger,Independent Director,"Cryo-Cell International, Inc.",Oldsmar,Florida,34677,Public,Parent,CCEL,"Cryo-Cell International, Inc.",United States,"Cryo-Cell International, Inc.",United States,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
P368,Arthur,Ellis,Independent Director,"Cryo-Cell International, Inc.",Oldsmar,Florida,34677,Public,Parent,CCEL,"Cryo-Cell International, Inc.",United States,"Cryo-Cell International, Inc.",United States,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
P369,Brian,Sheehy,Independent Director,"Cryo-Cell International, Inc.",Oldsmar,Florida,34677,Public,Parent,CCEL,"Cryo-Cell International, Inc.",United States,"Cryo-Cell International, Inc.",United States,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
P370,Jonathan,Wheeler,Independent Director,"Cryo-Cell International, Inc.",Oldsmar,Florida,34677,Public,Parent,CCEL,"Cryo-Cell International, Inc.",United States,"Cryo-Cell International, Inc.",United States,Ambulatory Services,80990100,Blood related health services,8099,"Health and Allied Services, Not Elsewhere Classified"
P371,Ronald,Suntken,President & Chief Executive Officer,"Crystal Clinic Orthopaedic Center, LLC",Akron,Ohio,44333,Private,Subsidiary,NA,"Crystal Clinic, Inc.",United States,"Crystal Clinic, Inc.",United States,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
P372,Al,Pilong,"Ceo, Novant Health Uva Health System","Culpeper Memorial Hospital, Incorporated",Culpeper,Virginia,22701,Private,Parent,NA,"Culpeper Memorial Hospital, Incorporated",United States,"Culpeper Memorial Hospital, Incorporated",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P373,Michael,Nagowski,Chief Executive Officer,"Cumberland County Hospital System, Inc.",Fayetteville,North Carolina,28304,Nonprofit,Parent,NA,"Cumberland County Hospital System, Inc.",United States,"Cumberland County Hospital System, Inc.",United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
P374,Ken,Kimsal,Chief Financial Officer,"Cumberland Family Medical Center, Inc.",Burkesville,Kentucky,42717,Nonprofit,Parent,NA,"Cumberland Family Medical Center, Inc.",United States,"Cumberland Family Medical Center, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P375,Candace,Hennessy,Chief Executive Officer,"Curative Care Network, Inc.",Milwaukee,Wisconsin,53226,Nonprofit,Parent,NA,"Curative Care Network, Inc.",United States,"Curative Care Network, Inc.",United States,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P376,Justin,Narducci,President And Ceo,"Cure International, Inc.",Spring Lake,Michigan,49456,Nonprofit,Parent,NA,"Cure International, Inc.",United States,"Cure International, Inc.",United States,Hospitals,80629907,"Hospital, AMA approved residency",8062,General Medical and Surgical Hospitals
P377,Wendy,Est,Ceo,"Cvr Management, LLC",Greenbelt,Maryland,20770,Partnership,Parent,NA,"Cvr Management, LLC",United States,"Cvr Management, LLC",United States,Physicians and Health Practitioners,80119903,"Physical medicine, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
P378,Chris,Wicker,Chief Executive Officer / Chief Financial Officer,"Cytometry Specialists, Inc.",Alpharetta,Georgia,30004,Private,Independent,NA,NA,NA,NA,NA,Diagnostic Laboratories,80710100,Testing laboratories,8071,Medical Laboratories
P379,Carlos,Urmacher,Chief Executive Officer and Chief Medical Officer,Cytopath Biopsy Lab Inc,Rye Brook,New York,10573,Private,Subsidiary,NA,"Cblpath, Inc.",United States,SONIC HEALTHCARE LIMITED,Australia,Diagnostic Laboratories,80710104,Pathological laboratory,8071,Medical Laboratories
P380,Joanne,Conroy,Chief Executive Officer and President,Dartmouth-Hitchcock Clinic,Lebanon,New Hampshire,3756,Nonprofit,Subsidiary,NA,Dartmouth-Hitchcock Health,United States,Dartmouth-Hitchcock Health,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P381,Marc,Wolpow,Chief Executive Officer And President,Dartmouth-Hitchcock Health,Lebanon,New Hampshire,3756,Nonprofit,Parent,NA,Dartmouth-Hitchcock Health,United States,Dartmouth-Hitchcock Health,United States,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P382,Joseph,Adiletta,Interim President And Ceo,"Day Kimball Healthcare, Inc.",Putnam,Connecticut,6260,Private,Parent,NA,"Day Kimball Healthcare, Inc.",United States,"Day Kimball Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P383,Bill,West,Chief Executive Officer,"Daymark Recovery Services, Inc.",Concord,North Carolina,28025,Nonprofit,Parent,NA,"Daymark Recovery Services, Inc.",United States,"Daymark Recovery Services, Inc.",United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P384,Geogy,Thomas,Chief Executive Officer,"Dayspring Health, Inc.",Jellico,Tennessee,37762,Nonprofit,Parent,NA,"Dayspring Health, Inc.",United States,"Dayspring Health, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P385,Mark,Watt,Chief Executive Officer,"Dayspring Health, Inc.",Jellico,Tennessee,37762,Nonprofit,Parent,NA,"Dayspring Health, Inc.",United States,"Dayspring Health, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P386,William,Matre,Chief Executive Officer,Dayton Children's Hospital,Dayton,Ohio,45404,Nonprofit,Parent,NA,Dayton Children's Hospital,United States,Dayton Children's Hospital,United States,Hospitals,80699901,Childrens' hospital,8069,"Specialty Hospitals, Except Psychiatric"
P387,Vincent,Keane,President / Chief Executive Officer,DC PCA,Washington,District of Columbia,20006,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80410000,Offices and clinics of chiropractors,8041,Offices and Clinics of Chiropractors
P388,Christina,Ryan,Chief Executive Officer,"Deaconess Health System, Inc.",Evansville,Indiana,47710,Nonprofit,Parent,NA,"Deaconess Health System, Inc.",United States,"Deaconess Health System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P389,Blake,Bunner,Chief Executive Officer,Deaconess Hospital Inc,Evansville,Indiana,47710,Nonprofit,Subsidiary,NA,"Deaconess Health System, Inc.",United States,"Deaconess Health System, Inc.",United States,Hospitals,80629905,"Hospital, professional nursing school",8062,General Medical and Surgical Hospitals
P390,Shawn,Mccoy,Chief Executive Officer,"Deaconess Vna Plus, LLC",Evansville,Indiana,47713,Private,Parent,NA,"Deaconess Vna Plus, LLC",United States,"Deaconess Vna Plus, LLC",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P391,Peter,Resnick,Chief Executive Officer,Dearborn County Hospital,Lawrenceburg,Indiana,47025,Private,Parent,NA,Dearborn County Hospital,United States,Dearborn County Hospital,United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
P392,Angie,Mcconnachie,Chief Executive Officer,"Deckerville Community Hospital, Inc.",Deckerville,Michigan,48427,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P393,Patti,Deitch,President and Chief Executive Officer,"Delaware Valley Community Health, Inc.",Philadelphia,Pennsylvania,19130,Nonprofit,Parent,NA,"Delaware Valley Community Health, Inc.",United States,"Delaware Valley Community Health, Inc.",United States,Outpatient Care,80930000,"Specialty outpatient clinics, nec",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P394,Dominic,Sirianni,Chief Executive Officer,Delphi Behavioral Health Group LLC,Fort Lauderdale,Florida,33309,Private,Parent,NA,Delphi Behavioral Health Group LLC,United States,Delphi Behavioral Health Group LLC,United States,Outpatient Care,80930100,Substance abuse clinics (outpatient),8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P395,Saul,Epstein,Cfo,"Delray Ambulatory Surgical and Laser Center, LLC",Delray Beach,Florida,33445,Partnership,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80119905,Surgeon,8011,Offices and Clinics of Doctors of Medicine
P396,Myrtis,Small,Chief Executive Officer,"Delta Health Center, Inc.",Mound Bayou,Mississippi,38762,Nonprofit,Parent,NA,"Delta Health Center, Inc.",United States,"Delta Health Center, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P397,Scott,Christensen,Chief Executive Officer,Delta Health System,Greenville,Mississippi,38703,Nonprofit,Parent,NA,Delta Health System,United States,Delta Health System,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P398,Robert,Corona,Ceo Upstate University Hospital,Department of Neurology Medical Service Group,Syracuse,New York,13210,Partnership,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110107,Neurologist,8011,Offices and Clinics of Doctors of Medicine
P399,Keith,Slater,Chief Executive Officer,"Dermatology Associates of Kingsport, P.C.",Kingsport,Tennessee,37660,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110503,Dermatologist,8011,Offices and Clinics of Doctors of Medicine
P400,Vince,Sica,Ceo,Desoto County Hospital District,Arcadia,Florida,34266,Private,Parent,NA,Desoto County Hospital District,United States,Desoto County Hospital District,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P401,Kimberly,Farrow,Interim President & Chief Executive Officer,"Detroit Central City Community Mental Health, Incorporated",Detroit,Michigan,48201,Private,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
P402,Theodore,Richards,Prin;Chief Executive Officer;Md,Diagnostic Cardiology Group,Chattanooga,Tennessee,37404,Private,Parent,NA,Diagnostic Cardiology Group,United States,Diagnostic Cardiology Group,United States,Physicians and Health Practitioners,80110101,Cardiologist and cardio-vascular specialist,8011,Offices and Clinics of Doctors of Medicine
P403,Alan,Levine,"Executive Chairman, President And Chief Executive Officer",Dickenson Community Hospital,Johnson City,Tennessee,37604,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P404,Chuck,Nelson,President and CEO,Dickinson County Healthcare System,Iron Mountain,Michigan,49801,Nonprofit,Parent,NA,Dickinson County Healthcare System,United States,Dickinson County Healthcare System,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P405,Brian,Donahue,Chief Financial Officer,Dickinson County Healthcare System,Iron Mountain,Michigan,49801,Nonprofit,Parent,NA,Dickinson County Healthcare System,United States,Dickinson County Healthcare System,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P406,Peter,Gerondeau,Interim President and Chief Executive Officer,"Dimock Community Health Center, Inc.",Boston,Massachusetts,2119,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P407,Darcy,Davis,Chief Executive Officer,District Hospital Holdings Inc.,Belle Glade,Florida,33430,Nonprofit,Subsidiary,NA,Health Care District of Palm Beach County,United States,Health Care District of Palm Beach County,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P408,John,Spinnato,Chief Executive Officer,Dkms Americas,New York,New York,10005,Nonprofit,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
P409,Charles,Holland,President/Ceo,Doctors Clinic of Wisconsin Rapids SC,Wisconsin Rapids,Wisconsin,54494,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P410,Doug,Welch,Chief Executive Officer,"Doctors Hospital of Augusta, LLC",Augusta,Georgia,30909,Partnership,Subsidiary,NA,HCA Inc.,United States,"HCA Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P411,Nelson,Lazo,Chief Executive Officer,"Doctors Hospital, Inc.",Coral Gables,Florida,33146,Nonprofit,Subsidiary,NA,"Baptist Health South Florida, Inc.",United States,"Baptist Health South Florida, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P412,Tori,Bayless,Chief Executive Officer,"Doctors' Hospital, Inc.",Waldorf,Maryland,20601,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
P413,J,Toole,Chief Executive Officer,Dodge County Hospital Authority,Eastman,Georgia,31023,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P414,Brian,Stephens,President & Chief Executive Officer,Door County Memorial Hospital Foundation Inc,Sturgeon Bay,Wisconsin,54235,Nonprofit,Parent,NA,Door County Memorial Hospital Foundation Inc,United States,Door County Memorial Hospital Foundation Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P415,Michelle,Nadow,Chief Executive Officer,"Dothouse Health, Inc.",Boston,Massachusetts,2122,Nonprofit,Parent,NA,"Dothouse Health, Inc.",United States,"Dothouse Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P416,Steve,Lail,President / Chief Executive Officer,Down East Community Hospital,Machias,Maine,4654,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P417,Lynette,Parr,Chief Financial Officer,Down East Community Hospital,Machias,Maine,4654,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P418,Greg,Bounds,Ceo,Dr Abraham Oudeh,Dunn,North Carolina,28334,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110105,"Internal medicine, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
P419,Eric,Guldin,Chief Executive Officer and Principal,"Dr. Robert Ketterer Charter School, Inc.",Latrobe,Pennsylvania,15650,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P420,Rachel,Cohen,Ceo,Drugs For Neglected Diseases Initiative N America,New York,New York,10006,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110000,Offices and clinics of medical doctors,8011,Offices and Clinics of Doctors of Medicine
P421,Mark,Caputo,"Chairman Of The Board, Chief Executive Officer",DSI Renal Holdings LLC,Nashville,Tennessee,37219,Private,Independent,NA,NA,NA,NA,NA,Outpatient Care,80920000,Kidney dialysis centers,8092,Kidney Dialysis Centers
P422,Heidi,Nelson,Chief Executive Officer,"Duffy Health Center, Inc.",Hyannis,Massachusetts,2601,Nonprofit,Parent,NA,"Duffy Health Center, Inc.",United States,"Duffy Health Center, Inc.",United States,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
P423,Chris,Throckmorton,Chief Executive Officer,Dynamic Therapy Services LLC,Linwood,Pennsylvania,19061,Partnership,Parent,NA,Dynamic Therapy Services LLC,United States,Dynamic Therapy Services LLC,United States,Physicians and Health Practitioners,80490200,Physical therapist,8049,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified"
P424,Josh,Johnson,Chief Executive Officer,"E+healthcare, LLC",Nashville,Tennessee,37205,Private,Subsidiary,NA,"Integrated Oncology Network, LLC",United States,"Integrated Oncology Network, LLC",United States,Hospitals,80690201,Cancer hospital,8069,"Specialty Hospitals, Except Psychiatric"
P425,Laura,Grill,President And Ceo,East Alabama Health Care Authority,Opelika,Alabama,36801,Nonprofit,Parent,NA,East Alabama Health Care Authority,United States,East Alabama Health Care Authority,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P426,Jackie,Fantes,Chief Marketing Officer,East Boston Neighborhood Health Center Corporation,Boston,Massachusetts,2128,Private,Parent,NA,East Boston Neighborhood Health Center Corporation,United States,East Boston Neighborhood Health Center Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P427,John,Craddock,President And Chief Executive Officer,East Boston Neighborhood Health Center Corporation,Boston,Massachusetts,2128,Private,Parent,NA,East Boston Neighborhood Health Center Corporation,United States,East Boston Neighborhood Health Center Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P428,Stephen,Pennington,Ceo,"East Georgia Regional Medical Center, LLC",Statesboro,Georgia,30458,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P429,Keith,Cuttler,Chief Executive Officer,East Hill Family Medical Inc,Auburn,New York,13021,Nonprofit,Parent,NA,East Hill Family Medical Inc,United States,East Hill Family Medical Inc,United States,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
P430,Rodney,Jones,Chief Executive Officer,"East Liberty Family Health Care Center, Inc.",Pittsburgh,Pennsylvania,15206,Nonprofit,Parent,NA,"East Liberty Family Health Care Center, Inc.",United States,"East Liberty Family Health Care Center, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
P431,Matt,Schaefer,President / Chief Executive Officer,"East Tennessee Children's Hospital Association, Inc.",Knoxville,Tennessee,37916,Nonprofit,Parent,NA,"East Tennessee Children's Hospital Association, Inc.",United States,"East Tennessee Children's Hospital Association, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
P432,Jeff,Vacirca,M.D. Facp Ceo,Eastchester Ctr For Cancer,Bronx,New York,10469,Partnership,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110108,Oncologist,8011,Offices and Clinics of Doctors of Medicine
P433,Anne,Mccaffrey,President and Chief Executive Officer,"Eastern Niagara Hospital, Inc.",Lockport,New York,14094,Nonprofit,Subsidiary,NA,"Inter-Community Health Systems, Inc.",United States,"Inter-Community Health Systems, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
