Company_ID,Company_Name,City,State,Zip_Code,Number_Physicians,Revenue_Millions,Profit_Millions,Asset_Millions,Employees_Single_Site,Employees_All_Sites,Ownership_Type,Entity_Type,Ticker,Parent_Company,Parent_Country,Ultimate_Parent_Company,Ultimate_Parent_Country,Industry,SIC8_Code,SIC8_Description,SIC4_.Code,SIC4_Description
C337,"East Tennessee Children's Hospital Association, Inc.",Knoxville,Tennessee,37916,1,211,NA,507,1200,1500,Nonprofit,Parent,NA,"East Tennessee Children's Hospital Association, Inc.",United States,"East Tennessee Children's Hospital Association, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C338,Eastchester Ctr For Cancer,Bronx,New York,10469,1,10,NA,NA,50,50,Partnership,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110108,Oncologist,8011,Offices and Clinics of Doctors of Medicine
C339,"Eastern Niagara Hospital, Inc.",Lockport,New York,14094,1,57,NA,37,420,435,Nonprofit,Subsidiary,NA,"Inter-Community Health Systems, Inc.",United States,"Inter-Community Health Systems, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C340,"Eastern Shore Psychological Services, LLC",Salisbury,Maryland,21804,1,11,NA,0,NA,68,Private,Parent,NA,"Eastern Shore Psychological Services, LLC",United States,"Eastern Shore Psychological Services, LLC",United States,Physicians and Health Practitioners,80110403,Psychoanalyst,8011,Offices and Clinics of Doctors of Medicine
C341,"Eastern Shore Rural Health System, Incorporated",Onancock,Virginia,23417,1,28,NA,32,32,215,Private,Parent,NA,"Eastern Shore Rural Health System, Incorporated",United States,"Eastern Shore Rural Health System, Incorporated",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C342,"Eastside Medical Center, LLC",Snellville,Georgia,30078,1,132,NA,190,1500,1500,Private,Subsidiary,NA,HCA Inc.,United States,"HCA Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C343,Eaton Rapids Medical Center,Eaton Rapids,Michigan,48827,1,25,NA,30,NA,210,Nonprofit,Parent,NA,Eaton Rapids Medical Center,United States,Eaton Rapids Medical Center,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C344,"Edgerton Hospital and Health Services, Inc.",Edgerton,Wisconsin,53534,1,22,NA,26,160,160,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C345,"Edgewater Systems For Balanced Living, Inc.",Gary,Indiana,46402,1,10,NA,8,250,250,Nonprofit,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C346,"Edgewood Surgical Hospital, LLC",Transfer,Pennsylvania,16154,1,8,NA,3,54,54,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C347,Edward Hospital,Naperville,Illinois,60540,1,411,NA,954,2442,4700,Nonprofit,Subsidiary,NA,Edward-Elmhurst Healthcare,United States,Edward-Elmhurst Healthcare,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C348,Egyptian Public & Mental Health Department,Eldorado,Illinois,62930,1,6,NA,2,NA,120,Nonprofit,Parent,NA,Egyptian Public & Mental Health Department,United States,Egyptian Public & Mental Health Department,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C349,"Ehca Johns Creek, LLC",Johns Creek,Georgia,30097,2,127,NA,NA,495,495,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C350,Elberton-Elbert County Hospital Authority,Elberton,Georgia,30635,1,11,NA,NA,170,170,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C351,Elizabeth Glaser Pediatric Aids Foundation,Washington,District of Columbia,20036,1,126,NA,23,100,1000,Nonprofit,Parent,NA,Elizabeth Glaser Pediatric Aids Foundation,United States,Elizabeth Glaser Pediatric Aids Foundation,United States,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C352,Elizabeth Seton Pediatric Center,Yonkers,New York,10701,1,75,NA,148,NA,143,Private,Parent,NA,Elizabeth Seton Pediatric Center,United States,Elizabeth Seton Pediatric Center,United States,Physicians and Health Practitioners,80110516,Pediatrician,8011,Offices and Clinics of Doctors of Medicine
C353,Elkhart Clinic LLC,Elkhart,Indiana,46514,1,33,NA,13,NA,300,Private,Parent,NA,Elkhart Clinic LLC,United States,Elkhart Clinic LLC,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C354,Ella E. M. Brown Charitable Circle,Marshall,Michigan,49068,1,134,NA,172,430,450,Nonprofit,Parent,NA,Ella E. M. Brown Charitable Circle,United States,Ella E. M. Brown Charitable Circle,United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C355,Elliot Health System,Manchester,New Hampshire,3103,1,583,NA,701,NA,3400,Nonprofit,Subsidiary,NA,Solutionhealth,United States,Solutionhealth,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C356,Elmhurst Memorial Healthcare,Elmhurst,Illinois,60126,1,79,NA,378,NA,2450,Private,Subsidiary,NA,Edward-Elmhurst Healthcare,United States,Edward-Elmhurst Healthcare,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C357,Emanuel County Hospital Authority,Swainsboro,Georgia,30401,1,26,NA,23,316,316,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C358,Emerson Hospital,Concord,Massachusetts,1742,1,243,NA,194,1200,1450,Private,Parent,NA,Emerson Hospital,United States,Emerson Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C359,"Emory Healthcare, Inc.",Atlanta,Georgia,30322,1,1449,NA,1302,300,16000,Nonprofit,Subsidiary,NA,Emory University,United States,Emory University,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C360,Encompass Health Corporation,Birmingham,Alabama,35242,27,4605,562,6611,400,31570,Public,Parent,EHC,Encompass Health Corporation,United States,Encompass Health Corporation,United States,Hospitals,80690000,"Specialty hospitals, except psychiatric",8069,"Specialty Hospitals, Except Psychiatric"
C361,Endocrine Group L.L.P.,Albany,New York,12206,1,5,NA,1,60,60,Partnership,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110105,"Internal medicine, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C362,Englewood Hospital and Medical Center Foundation Inc.,Englewood,New Jersey,7631,1,11,NA,62,NA,38,Nonprofit,Parent,NA,Englewood Hospital and Medical Center Foundation Inc.,United States,Englewood Hospital and Medical Center Foundation Inc.,United States,Hospitals,80629904,"Hospital, medical school affiliation",8062,General Medical and Surgical Hospitals
C363,"Escambia Community Clinics, Inc.",Pensacola,Florida,32505,1,14,NA,NA,NA,40,Nonprofit,Parent,NA,"Escambia Community Clinics, Inc.",United States,"Escambia Community Clinics, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C364,"Eskenazi Health Center, Inc.",Indianapolis,Indiana,46202,1,42,NA,NA,2000,2000,Nonprofit,Subsidiary,NA,The Health & Hospital Corp of Marion County,United States,The Health & Hospital Corp of Marion County,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C365,"Eskenazi Medical Group, Inc.",Indianapolis,Indiana,46202,1,36,NA,30,80,600,Nonprofit,Parent,NA,"Eskenazi Medical Group, Inc.",United States,"Eskenazi Medical Group, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C366,"Esperanza Health Center, Inc.",Philadelphia,Pennsylvania,19140,1,18,NA,24,50,50,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110100,Internal medicine practitioners,8011,Offices and Clinics of Doctors of Medicine
C367,Evangelical Community Hospital,Lewisburg,Pennsylvania,17837,1,205,NA,431,1205,1360,Nonprofit,Parent,NA,Evangelical Community Hospital,United States,Evangelical Community Hospital,United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C368,"Evans Memorial Hospital, Inc.",Claxton,Georgia,30417,1,11,NA,7,180,400,Nonprofit,Parent,NA,"Evans Memorial Hospital, Inc.",United States,"Evans Memorial Hospital, Inc.",United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C369,"Evansville Surgery Center Associates, LLC",Evansville,Indiana,47710,1,12,NA,NA,60,90,Private,Parent,NA,"Evansville Surgery Center Associates, LLC",United States,"Evansville Surgery Center Associates, LLC",United States,Physicians and Health Practitioners,80119905,Surgeon,8011,Offices and Clinics of Doctors of Medicine
C370,Evansville Surgical Associates,Evansville,Indiana,47710,1,10,NA,0,90,90,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80119905,Surgeon,8011,Offices and Clinics of Doctors of Medicine
C371,"Everyday Health, Inc.",New York,New York,10014,2,232,NA,370,120,735,Private,Subsidiary,NA,"Ziff Davis, LLC",United States,"J2 Global, Inc.",United States,Ambulatory Services,80990200,Physical examination and testing services,8099,"Health and Allied Services, Not Elsewhere Classified"
C372,"Everymind, Inc.",Rockville,Maryland,20851,1,6,NA,3,NA,90,Private,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C373,"Examworks Group, Inc.",Atlanta,Georgia,30305,1,820,NA,1114,NA,3400,Private,Parent,NA,"Examworks Group, Inc.",United States,"Examworks Group, Inc.",United States,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C374,Executive Health Exams International,New York,New York,10020,1,21,NA,2,90,125,Private,Parent,NA,Executive Health Exams International,United States,Executive Health Exams International,United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C375,"Exeter Hospital, Inc.",Exeter,New Hampshire,3833,1,187,NA,253,NA,100,Nonprofit,Subsidiary,NA,"Exeter Health Resources, Inc",United States,"Exeter Health Resources, Inc",United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C376,"Eye Associates, LLC",Bradenton,Florida,34210,1,15,NA,NA,NA,235,Private,Subsidiary,NA,"Eye Health America, LLC",United States,"Eye Health America, LLC",United States,Physicians and Health Practitioners,80110513,Ophthalmologist,8011,Offices and Clinics of Doctors of Medicine
C377,"Eye Health America, LLC",Alpharetta,Georgia,30009,1,24,NA,NA,NA,33,Private,Parent,NA,"Eye Health America, LLC",United States,"Eye Health America, LLC",United States,Physicians and Health Practitioners,80110506,"Eyes, ears, nose, and throat specialist: physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C378,"Eye Surgeons of Richmond, Inc.",Richmond,Virginia,23226,1,29,NA,NA,105,300,Private,Parent,NA,"Eye Surgeons of Richmond, Inc.",United States,"Eye Surgeons of Richmond, Inc.",United States,Physicians and Health Practitioners,80110513,Ophthalmologist,8011,Offices and Clinics of Doctors of Medicine
C379,Fairfield Medical Center,Lancaster,Ohio,43130,1,282,NA,304,2000,2200,Nonprofit,Parent,NA,Fairfield Medical Center,United States,Fairfield Medical Center,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C380,"Fairmount Behavioral Health System, Inc",Philadelphia,Pennsylvania,19128,1,34,NA,NA,340,340,Private,Subsidiary,NA,"Universal Health Services, Inc.",United States,"Universal Health Services, Inc.",United States,Hospitals,80630000,Psychiatric hospitals,8063,Psychiatric Hospitals
C381,Fairview Park Limited Partnership,Dublin,Georgia,31021,1,104,NA,NA,675,675,Nonprofit,Subsidiary,NA,HCA Inc.,United States,"HCA Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C382,Faith Family Medical Clinic,Nashville,Tennessee,37203,1,5,NA,8,12,12,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C383,"Family Health Centers of Baltimore, Inc.",Baltimore,Maryland,21225,1,12,NA,7,60,155,Private,Parent,NA,"Family Health Centers of Baltimore, Inc.",United States,"Family Health Centers of Baltimore, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C384,"Family Health Centers, Inc.",Louisville,Kentucky,40212,1,39,NA,45,320,320,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C385,"Family Health Network, Inc.",Chicago,Illinois,60654,1,550,NA,155,30,30,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C386,"Family Medical Center of Michigan, Inc.",Temperance,Michigan,48182,1,15,NA,21,NA,25,Nonprofit,Parent,NA,"Family Medical Center of Michigan, Inc.",United States,"Family Medical Center of Michigan, Inc.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C387,"Family Medical Clinic, P.C.",Cullman,Alabama,35058,1,5,NA,0,30,30,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80119901,"General and family practice, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C388,Family Outreach Center Inc,Grand Rapids,Michigan,49507,1,5,NA,1,50,50,Nonprofit,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C389,Fast Track Urgent Care Ctr,Tampa,Florida,33626,1,8,NA,NA,NA,49,Private,Parent,NA,Fast Track Urgent Care Ctr,United States,Fast Track Urgent Care Ctr,United States,Physicians and Health Practitioners,80110204,Freestanding emergency medical center,8011,Offices and Clinics of Doctors of Medicine
C390,"Fawcett Memorial Hospital, Inc.",Port Charlotte,Florida,33952,1,183,NA,93,840,850,Private,Subsidiary,NA,HCA Inc.,United States,"HCA Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C391,Fayette County Memorial Hospital,Washington Court House,Ohio,43160,1,42,NA,23,224,330,Nonprofit,Parent,NA,Fayette County Memorial Hospital,United States,Fayette County Memorial Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C392,Fayette Regional Health System,Uniontown,Pennsylvania,15401,1,14,NA,25,40,40,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C393,"Fayetteville Area Health Education Foundation, Inc",Fayetteville,North Carolina,28304,1,19,NA,30,115,115,Private,Independent,NA,NA,NA,NA,NA,Hospitals,80629903,"Hospital, medical school affiliated with residency",8062,General Medical and Surgical Hospitals
C394,"Federal Staffing Resources, LLC",Annapolis,Maryland,21401,1,17,NA,NA,353,353,Private,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C395,"Fenway Community Health Center, Inc.",Boston,Massachusetts,2215,1,109,NA,89,100,175,Nonprofit,Parent,NA,"Fenway Community Health Center, Inc.",United States,"Fenway Community Health Center, Inc.",United States,Physicians and Health Practitioners,80110205,Primary care medical clinic,8011,Offices and Clinics of Doctors of Medicine
C396,"Fetter Health Care Network, Inc.",Charleston,South Carolina,29403,1,12,NA,6,103,103,Nonprofit,Independent,NA,NA,NA,NA,NA,Outpatient Care,80930000,"Specialty outpatient clinics, nec",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C397,Fingerlakes Migrant,Penn Yan,New York,14527,1,8,NA,NA,23,23,Private,Independent,NA,NA,NA,NA,NA,Ambulatory Services,80990000,"Health and allied services, nec",8099,"Health and Allied Services, Not Elsewhere Classified"
C398,"First Choice Healthcare Solutions, Inc.",Melbourne,Florida,32901,5,29,-4,28,NA,207,Public,Parent,FCHS,"First Choice Healthcare Solutions, Inc.",United States,"First Choice Healthcare Solutions, Inc.",United States,Outpatient Care,80930000,"Specialty outpatient clinics, nec",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C399,"First Step of Sarasota, Inc.",Sarasota,Florida,34234,1,11,NA,6,32,160,Nonprofit,Parent,NA,"First Step of Sarasota, Inc.",United States,"First Step of Sarasota, Inc.",United States,Hospitals,80690102,Drug addiction rehabilitation hospital,8069,"Specialty Hospitals, Except Psychiatric"
C400,"First Urology, P.S.C.",Jeffersonville,Indiana,47130,1,5,NA,NA,10,20,Private,Parent,NA,"First Urology, P.S.C.",United States,"First Urology, P.S.C.",United States,Physicians and Health Practitioners,80110523,Urologist,8011,Offices and Clinics of Doctors of Medicine
C401,Five Rivers Health Centers,Dayton,Ohio,45406,1,16,NA,4,NA,35,Nonprofit,Parent,NA,Five Rivers Health Centers,United States,Five Rivers Health Centers,United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C402,"Flagler Healthcare Systems, Inc",Saint Augustine,Florida,32086,1,243,NA,347,5,1600,Nonprofit,Parent,NA,"Flagler Healthcare Systems, Inc",United States,"Flagler Healthcare Systems, Inc",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C403,"Flagler Hospital, Inc.",Saint Augustine,Florida,32086,1,238,NA,323,NA,1500,Nonprofit,Parent,NA,"Flagler Hospital, Inc.",United States,"Flagler Hospital, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C404,Flint McLaren,Davison,Michigan,48423,1,468,NA,482,2000,2250,Private,Subsidiary,NA,McLaren Health Care Corporation,United States,McLaren Health Care Corporation,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C405,"Florida Orthopaedic Institute Surgery Center, LLC",Tampa,Florida,33637,1,31,NA,NA,NA,600,Private,Parent,NA,"Florida Orthopaedic Institute Surgery Center, LLC",United States,"Florida Orthopaedic Institute Surgery Center, LLC",United States,Physicians and Health Practitioners,80110100,Internal medicine practitioners,8011,Offices and Clinics of Doctors of Medicine
C406,"Floyd Healthcare Management, Inc.",Rome,Georgia,30165,2,326,NA,473,2000,2400,Nonprofit,Parent,NA,"Floyd Healthcare Management, Inc.",United States,"Floyd Healthcare Management, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C407,Floyd Medical Center,Rome,Georgia,30165,2,8,NA,NA,1,1,Private,Subsidiary,NA,"Floyd Healthcare Management, Inc.",United States,"Floyd Healthcare Management, Inc.",United States,Physicians and Health Practitioners,80119905,Surgeon,8011,Offices and Clinics of Doctors of Medicine
C408,Flushing Hospital and Medical Center,Flushing,New York,11355,1,243,NA,118,NA,1568,Nonprofit,Subsidiary,NA,Medisys Health Network Inc.,United States,Medisys Health Network Inc.,United States,Hospitals,80629901,"Hospital, affiliated with AMA residency",8062,General Medical and Surgical Hospitals
C409,Forest View Psychiatric Hospital Inc,Grand Rapids,Michigan,49546,1,33,NA,15,98,120,Private,Subsidiary,NA,"Universal Health Services, Inc.",United States,"Universal Health Services, Inc.",United States,Hospitals,80630000,Psychiatric hospitals,8063,Psychiatric Hospitals
C410,"Fort Washington Medical Center, Inc.",Fort Washington,Maryland,20744,1,50,NA,19,20,20,Private,Subsidiary,NA,"Adventist Healthcare, Inc.",United States,"Adventist Healthcare, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C411,"Fox Valley Orthopaedic Associates, S.C.",Geneva,Illinois,60134,1,8,NA,144,25,33,Private,Parent,NA,"Fox Valley Orthopaedic Associates, S.C.",United States,"Fox Valley Orthopaedic Associates, S.C.",United States,Physicians and Health Practitioners,80110514,Orthopedic physician,8011,Offices and Clinics of Doctors of Medicine
C412,"Foxhall Internists, PC",Washington,District of Columbia,20016,1,8,NA,0,40,40,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110105,"Internal medicine, physician/surgeon",8011,Offices and Clinics of Doctors of Medicine
C413,"Franciscan Hospital For Children, Inc",Brighton,Massachusetts,2135,1,57,NA,44,700,704,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80699901,Childrens' hospital,8069,"Specialty Hospitals, Except Psychiatric"
C414,"Franklin Primary Health Center, Inc.",Mobile,Alabama,36603,1,20,NA,11,100,230,Nonprofit,Parent,NA,"Franklin Primary Health Center, Inc.",United States,"Franklin Primary Health Center, Inc.",United States,Physicians and Health Practitioners,80110205,Primary care medical clinic,8011,Offices and Clinics of Doctors of Medicine
C415,Frayser-Millington-N Shelby Mental Health Center Inc,Memphis,Tennessee,38127,1,6,NA,6,120,120,Nonprofit,Independent,NA,NA,NA,NA,NA,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C416,"Frederick Health Hospital, Inc.",Frederick,Maryland,21701,1,368,NA,528,2000,2600,Private,Parent,NA,"Frederick Health Hospital, Inc.",United States,"Frederick Health Hospital, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C417,Frederiksted Health Care Inc,Frederiksted,Virgin Islands,840,2,11,NA,4,66,66,Private,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110205,Primary care medical clinic,8011,Offices and Clinics of Doctors of Medicine
C418,Freedom Healthcare of America LLC,Nashville,Tennessee,37203,1,7,NA,NA,NA,270,Private,Parent,NA,Freedom Healthcare of America LLC,United States,Freedom Healthcare of America LLC,United States,Ambulatory Services,80999905,Medical services organization,8099,"Health and Allied Services, Not Elsewhere Classified"
C419,Freeport Memorial Hospital Inc,Freeport,Illinois,61032,1,137,NA,87,750,850,Nonprofit,Parent,NA,Freeport Memorial Hospital Inc,United States,Freeport Memorial Hospital Inc,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C420,Freeport Regional Health Care Foundation,Freeport,Illinois,61032,1,172,NA,139,1500,1500,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C421,Friendship House,Scranton,Pennsylvania,18505,1,11,NA,6,80,300,Nonprofit,Parent,NA,Friendship House,United States,Friendship House,United States,Physicians and Health Practitioners,80490403,Psychiatric social worker,8049,"Offices and Clinics of Health Practitioners, Not Elsewhere Classified"
C422,"Froedtert Health, Inc.",Milwaukee,Wisconsin,53226,3,1807,NA,1699,500,3458,Nonprofit,Parent,NA,"Froedtert Health, Inc.",United States,"Froedtert Health, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C423,Frontier Health,Gray,Tennessee,37615,2,62,NA,48,70,1000,Nonprofit,Parent,NA,Frontier Health,United States,Frontier Health,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C424,Gailey Eye Clinic Ltd.,Bloomington,Illinois,61701,1,16,NA,2,61,107,Private,Parent,NA,Gailey Eye Clinic Ltd.,United States,Gailey Eye Clinic Ltd.,United States,Physicians and Health Practitioners,80110513,Ophthalmologist,8011,Offices and Clinics of Doctors of Medicine
C425,Garnet Health Medical Center,Middletown,New York,10940,1,524,NA,597,800,2000,Nonprofit,Subsidiary,NA,"Greater Hudson Valley Health System, Inc.",United States,"Greater Hudson Valley Health System, Inc.",United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C426,"Gateway Counseling Center, Inc",Bronx,New York,10461,1,15,NA,17,NA,225,Nonprofit,Parent,NA,"Gateway Counseling Center, Inc",United States,"Gateway Counseling Center, Inc",United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C427,Geisinger - Bloomsburg Hospital,Danville,Pennsylvania,17822,1,32,NA,27,400,512,Nonprofit,Parent,NA,Geisinger - Bloomsburg Hospital,United States,Geisinger - Bloomsburg Hospital,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C428,Geisinger Health,Danville,Pennsylvania,17822,6,7122,NA,9114,NA,13030,Nonprofit,Parent,NA,Geisinger Health,United States,Geisinger Health,United States,Ambulatory Services,80999906,Nutrition services,8099,"Health and Allied Services, Not Elsewhere Classified"
C429,"Genesis Health Development, Inc.",Jacksonville,Florida,32216,1,31,NA,NA,NA,2,Nonprofit,Subsidiary,NA,"Genesis Health, Inc.",United States,"Genesis Health, Inc.",United States,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C430,"Genesis Rehabilitation Hospital, Inc.",Jacksonville,Florida,32216,1,57,NA,116,NA,422,Nonprofit,Subsidiary,NA,"Genesis Health, Inc.",United States,"Genesis Health, Inc.",United States,Outpatient Care,80939903,"Rehabilitation center, outpatient treatment",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C431,Genetic Solutions LLC,Pittsburgh,Pennsylvania,15233,1,11,NA,NA,12,14,Private,Parent,NA,Genetic Solutions LLC,United States,Genetic Solutions LLC,United States,Diagnostic Laboratories,80710104,Pathological laboratory,8071,Medical Laboratories
C432,"Geneva County Health Care Authority, Inc.",Geneva,Alabama,36340,1,18,NA,16,350,350,Nonprofit,Independent,NA,NA,NA,NA,NA,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C433,"Genova Diagnostics, Inc.",Asheville,North Carolina,28801,1,46,NA,13,NA,519,Private,Parent,NA,"Genova Diagnostics, Inc.",United States,"Genova Diagnostics, Inc.",United States,Diagnostic Laboratories,80710104,Pathological laboratory,8071,Medical Laboratories
C434,George Regional Hospital,Lucedale,Mississippi,39452,1,39,NA,35,NA,328,Private,Subsidiary,NA,George Regional Health System,United States,George Regional Health System,United States,Hospitals,80620000,General medical and surgical hospitals,8062,General Medical and Surgical Hospitals
C435,George West Mental Health Foundation,Atlanta,Georgia,30329,1,33,NA,64,22,65,Private,Parent,NA,George West Mental Health Foundation,United States,George West Mental Health Foundation,United States,Outpatient Care,80939902,"Mental health clinic, outpatient",8093,"Specialty Outpatient Facilities, Not Elsewhere Classified"
C436,"Georgia Cancer Specialists I, P.C.",Atlanta,Georgia,30341,1,6,NA,1,80,500,Private,Parent,NA,"Georgia Cancer Specialists I, P.C.",United States,"Georgia Cancer Specialists I, P.C.",United States,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
C437,"Georgia Highlands Medical Service, Inc",Cumming,Georgia,30040,1,12,NA,8,53,53,Nonprofit,Independent,NA,NA,NA,NA,NA,Physicians and Health Practitioners,80110202,"Clinic, operated by physicians",8011,Offices and Clinics of Doctors of Medicine
